premise,hypothesis,lila_label,lila_script
"Tali builds a tower using only red, green, and blue toy bricks in a ratio of more than 1:3:1.","Tali builds a tower using only red, green, and blue toy bricks in a ratio of 4:3:1.",neutral,"ratio_red_green_in_s1 = 0
ratio_red_green_in_s1 > 1/3
ratio_red_green_in_s2 = 4/3

if ratio_red_green_in_s1 is None or ratio_red_green_in_s2 is None or ratio_red_green_in_s2 > 1/3:
    print(""neutral"")
elif ratio_red_green_in_s1 == ratio_red_green_in_s2:
    print(""Entailment"")
elif ratio_red_green_in_s1 != ratio_red_green_in_s2:
    print(""contradiction"")"
Meg and Bob are among the 4 participants in a cycling race.,Meg and Bob are among the more than 3 participants in a cycling race.,Entailment,"meg_and_bob_among_in_s1 = 4
meg_and_bob_among_in_s2 = 0
meg_and_bob_among_in_s2 > 3


if meg_and_bob_among_in_s1 is None or meg_and_bob_among_in_s2 is None:
    print(""neutral"")
elif (meg_and_bob_among_in_s1 == meg_and_bob_among_in_s2) or meg_and_bob_among_in_s1 > 3:
    print(""Entailment"")
elif meg_and_bob_among_in_s1 != meg_and_bob_among_in_s2:
    print(""contradiction"")"
Another survey of less than 300 people in the town of Angie found that 60% preferred Brand A.,Another survey of 100 people in the town of Angie found that 60% preferred Brand A.,neutral,"people_in_s1 = 0
people_in_s1 < 300
people_in_s2 = 100

if people_in_s1 is None or people_in_s2 is None or people_in_s2 < 300:
    print(""neutral"")
elif people_in_s1 == people_in_s2:
    print(""Entailment"")
elif people_in_s1 != people_in_s2:
    print(""contradiction"")"
"Dacid obtained 51, 65, 82, 67 and 85 marks (out of 100) in English, Mathematics, Physics, Chemistry and Biology.","Dacid obtained less than 81, 65, 82, 67 and 85 marks (out of 100) in English, Mathematics, Physics, Chemistry and Biology.",Entailment,"dacid_marks_in_s1 = [51,65,82,67,85]
dacid_marks_in_s2 = [0,65,82,67,85]
dacid_marks_in_s2[0] < 81


if dacid_marks_in_s1 is None or dacid_marks_in_s2 is None:
    print(""neutral"")
elif (dacid_marks_in_s1 == dacid_marks_in_s2) or dacid_marks_in_s1[0] < 81:
    print(""Entailment"")
elif dacid_marks_in_s1 != dacid_marks_in_s2:
    print(""contradiction"")"
There are more than 1 more women than men on Centerville's board of education.,There are 4 more women than men on Centerville's board of education.,neutral,"woman_in_s1 = 0
woman_in_s1 > 1
woman_in_s2 = 4

if woman_in_s1 is None or woman_in_s2 is None or woman_in_s2 > 1:
    print(""neutral"")
elif woman_in_s1 == woman_in_s2:
    print(""Entailment"")
elif woman_in_s1 != woman_in_s2:
    print(""contradiction"")"
Two twins sisters Sita and Geeta were standing back to back and suddenly they started running in opposite directions for less than 8 km each.,Two twins sisters Sita and Geeta were standing back to back and suddenly they started running in opposite directions for 6 km each.,neutral,"distance_in_s1 = 0
distance_in_s1 < 8
distance_in_s2 = 6

if distance_in_s1 is None or distance_in_s2 is None or distance_in_s2 < 8:
    print(""neutral"")
elif distance_in_s1 == distance_in_s2:
    print(""Entailment"")
elif distance_in_s1 != distance_in_s2:
    print(""contradiction"")"
The International Atomic Energy Agency said it was aware of reports that the Nuclear Regulation Authority plans to rate the leak as a level 3 incident.,Nuclear Regulation Authority says new toxic leak expected to be classified a level 3 incident.,Entailment,"incident_level_in_s1 = 3
incident_level_in_s2 = 3

if incident_level_in_s1 is None or incident_level_in_s2 is None:
    print(""neutral"")
elif (incident_level_in_s1 == incident_level_in_s2):
    print(""Entailment"")
elif incident_level_in_s1 != incident_level_in_s2:
    print(""contradiction"")"
"At least seven of the victims were hostages, police officials said, while another 57 were wounded.","57 people were wounded, police officials say.",Entailment,"wounded_people_in_s1 = 57
wounded_people_in_s2 = 57

if wounded_people_in_s1 is None or wounded_people_in_s2 is None:
    print(""neutral"")
elif (wounded_people_in_s1 == wounded_people_in_s2):
    print(""Entailment"")
elif wounded_people_in_s1 != wounded_people_in_s2:
    print(""contradiction"")"
There are less than 47 stations between Hyderabad and Bangalore.,There are 17 stations between Hyderabad and Bangalore.,neutral,"station_in_between_in_s1 = 0
station_in_between_in_s1 < 47
station_in_between_in_s2 = 17

if station_in_between_in_s1 is None or station_in_between_in_s2 is None or station_in_between_in_s2 < 47:
    print(""neutral"")
elif station_in_between_in_s1 == station_in_between_in_s2:
    print(""Entailment"")
elif station_in_between_in_s1 != station_in_between_in_s2:
    print(""contradiction"")"
"The official said the plot was believed to involve three individuals, including a U.S. citizen.","The plot is believed to involve 3 individuals and explosives, official says.",neutral,"us_citi_in_plot_in_s1 = 3
us_citi_in_plot_in_s2 = None

if us_citi_in_plot_in_s1 is None or us_citi_in_plot_in_s2 is None:
    print(""neutral"")
elif us_citi_in_plot_in_s1 == us_citi_in_plot_in_s2:
    print(""Entailment"")
elif us_citi_in_plot_in_s1 != us_citi_in_plot_in_s2:
    print(""contradiction"")"
Venezuela's President says his country has arrested three air force generals accused of plotting a coup.,Venezuelan President Nicolas Maduro says three generals were arrested.,Entailment,"arrested_people_in_s1 = 3
arrested_people_in_s2 = 3

if arrested_people_in_s1 is None or arrested_people_in_s2 is None:
    print(""neutral"")
elif (arrested_people_in_s1 == arrested_people_in_s2):
    print(""Entailment"")
elif arrested_people_in_s1 != arrested_people_in_s2:
    print(""contradiction"")"
"Joe had 50.0 toy cars, and he gets 12.0 more cars.",He will have 65.0 cars then.,contradiction,"total_toy_car_in_s1 = 50+12
total_toy_car_in_s2 = 65


if total_toy_car_in_s1 is None or total_toy_car_in_s2 is None:
    print(""neutral"")
elif total_toy_car_in_s1 == total_toy_car_in_s2:
    print(""Entailment"")
elif total_toy_car_in_s1 != total_toy_car_in_s2:
    print(""contradiction"")"
"The quake's epicenter was 37 miles from Little Rock, the USGS said.","The quake was centered 37 miles from Little Rock, Arkansas.",Entailment,"quake_dis_in_s1 = 37
quake_dis_in_s2 = 37

if quake_dis_in_s1 is None or quake_dis_in_s2 is None:
    print(""neutral"")
elif (quake_dis_in_s1 == quake_dis_in_s2):
    print(""Entailment"")
elif quake_dis_in_s1 != quake_dis_in_s2:
    print(""contradiction"")"
"If Danny scored 86, 75, 52, 87, 85 and 82 marks (out of 100) in English, Social Studies, Art, Music, Biology and French.","If Danny scored more than 86, 75, 52, 87, 85 and 82 marks (out of 100) in English, Social Studies, Art, Music, Biology and French.",contradiction,"marks_in_s1 = {
    ""English"": 86,
    ""Social Studies"": 75,
    ""Art"": 52,
    ""Music"": 87,
    ""Biology"": 85,
    ""French"":82
}
marks_in_s2 = {
    ""English"": 0,
    ""Social Studies"": 75,
    ""Art"": 52,
    ""Music"": 87,
    ""Biology"": 85,
    ""French"":82
}
marks_in_s2['English'] > 86
marks_in_s2['English'] = 87


if marks_in_s2 is None or marks_in_s1 is None or len(marks_in_s2)!=len(marks_in_s2):
    print(""neutral"")
elif marks_in_s1 == marks_in_s2:
    print(""Entailment"")
elif marks_in_s1 != marks_in_s2:
    print(""contradiction"")"
"She turns around to head home after a short water break, how fast does Sasha need to ride, in miles per hour, to get home at 5 PM?","She turns around to head home after a short water break, how fast does Sasha need to ride, in miles per hour, to get home at more than 5 PM?",contradiction,"target_time_in_s1 = 5
target_time_in_s2 = 0
target_time_in_s2 > 5
target_time_in_s2 = 6


if target_time_in_s1 is None or target_time_in_s2 is None:
    print(""neutral"")
elif target_time_in_s1 == target_time_in_s2:
    print(""Entailment"")
elif target_time_in_s1 != target_time_in_s2:
    print(""contradiction"")"
"Maddie has 6 apples, if she give 3 to mike, how many does she have left?","Maddie has more than 6 apples, if she give 3 to mike, how many does she have left?",contradiction,"maddy_apple_in_s1 = 6
mike_apple_in_s1 = 3

maddy_apple_in_s2 = 0
maddy_apple_in_s2 > 6
maddy_apple_in_s2 = 7
mike_apple_in_s2 = 3

if maddy_apple_in_s1 is None or maddy_apple_in_s2 is None or mike_apple_in_s2 is None or mike_apple_in_s1 is None:
    print(""neutral"")
elif maddy_apple_in_s1 == maddy_apple_in_s2 and mike_apple_in_s1 == mike_apple_in_s2:
    print(""Entailment"")
elif mike_apple_in_s2 != mike_apple_in_s1 or maddy_apple_in_s2 != maddy_apple_in_s1:
    print(""contradiction"")"
"'' Even if you replaced (jet fuel) with liquid natural gas, you could cut CO2 emissions 20 %,'' says Luke Spiteri, a finalist in the competition.",Some of the proposals could cut CO2 emissions by 97%.,Entailment,"co2_emmison_cut_in_s1 = 20
co2_emmison_cut_in_s2 = 0
co2_emmison_cut_in_s2 < 97

if co2_emmison_cut_in_s1 is None or co2_emmison_cut_in_s2 is None:
    print(""neutral"")
elif (co2_emmison_cut_in_s1 == co2_emmison_cut_in_s2) or co2_emmison_cut_in_s1 < 97:
    print(""Entailment"")
elif co2_emmison_cut_in_s1 != co2_emmison_cut_in_s2:
    print(""contradiction"")"
"Efrida and Frazer who live 13 miles apart, meet at a restaurant that is directly north of Efrida's home and directly east of Frazer's home.","Efrida and Frazer who live less than 13 miles apart, meet at a restaurant that is directly north of Efrida's home and directly east of Frazer's home.",contradiction,"total_distance_in_s1 = 13
total_distance_in_s2 = 0
total_distance_in_s2 < 13
total_distance_in_s2 = 12


if total_distance_in_s1 is None or total_distance_in_s2 is None:
    print(""neutral"")
elif total_distance_in_s1 == total_distance_in_s2:
    print(""Entailment"")
elif total_distance_in_s1 != total_distance_in_s2 :
    print(""contradiction"")"
"Joan picked 37.0 oranges, and Sara sold 10.0 of them and Alyssa picked 30.0 pears.",Joan has 27.0 oranges left.,Entailment,"joan_orange_in_s1 = 37-10
joan_orange_in_s2 = 27

if joan_orange_in_s1 is None or joan_orange_in_s2 is None:
    print(""neutral"")
elif (joan_orange_in_s1 == joan_orange_in_s2):
    print(""Entailment"")
elif joan_orange_in_s1 != joan_orange_in_s2:
    print(""contradiction"")"
Yow coached the 1988 women's Olympic basketball team to a gold medal in Seoul.,"She also coached the 1988 women's Olympic basketball team to a gold medal in Seoul, South Korea.",Entailment,"olympic_year_in_s1 = 1988
olympic_year_in_s2 = 1988

if olympic_year_in_s1 is None or olympic_year_in_s2 is None:
    print(""neutral"")
elif (olympic_year_in_s1 == olympic_year_in_s2):
    print(""Entailment"")
elif olympic_year_in_s1 != olympic_year_in_s2:
    print(""contradiction"")"
"If Albert’s monthly earnings rise by less than 36 %, he would earn $693.","If Albert’s monthly earnings rise by 26 %, he would earn $693.",neutral,"
monthly_rise_in_s1 = 0
monthly_rise_in_s1 < 36
monthly_rise_in_s2 = 26

if monthly_rise_in_s1 is None or monthly_rise_in_s2 is None or monthly_rise_in_s2 < 36:
    print(""neutral"")
elif monthly_rise_in_s1 == monthly_rise_in_s2:
    print(""Entailment"")
elif monthly_rise_in_s1 != monthly_rise_in_s2:
    print(""contradiction"")"
"During the first two weeks of June, the total rainfall in Springdale was 40 inches.","During the first two weeks of June, the total rainfall in Springdale was 70 inches.",contradiction,"total_rainfall_in_s1 = 40
total_rainfall_in_s2 = 70

if total_rainfall_in_s1 is None or total_rainfall_in_s1 is None:
    print(""neutral"")
elif total_rainfall_in_s1 == total_rainfall_in_s2:
    print(""Entailment"")
elif total_rainfall_in_s1 != total_rainfall_in_s2 :
    print(""contradiction"")"
Rosy is 50% more efficient than Mary.,Rosy is more than 20% more efficient than Mary.,Entailment,"rosy_effe_in_s1 = 50
rosy_effe_in_s2 = 0
rosy_effe_in_s2 > 20

if rosy_effe_in_s1 is None or rosy_effe_in_s2 is None:
    print(""neutral"")
elif (rosy_effe_in_s1 == rosy_effe_in_s2) or rosy_effe_in_s1 > 20:
    print(""Entailment"")
elif rosy_effe_in_s1 != rosy_effe_in_s2:
    print(""contradiction"")"
"If Lionel's speed was 3 miles per hour and Walt's 4 miles per hour, how many miles had Lionel walked when he met Walt?","If Lionel's speed was less than 3 miles per hour and Walt's 4 miles per hour, how many miles had Lionel walked when he met Walt?",contradiction,"lionel_speed_in_s1 = 3
walt_speed_in_s1 = 4
lionel_speed_in_s2 = 0
lionel_speed_in_s2 < 3
lionel_speed_in_s2 = 2
walt_speed_in_s2 = 4

if lionel_speed_in_s1 is None or lionel_speed_in_s2 is None or walt_speed_in_s1 is None or walt_speed_in_s2 is None:
    print(""neutral"")
elif walt_speed_in_s1 == walt_speed_in_s2 and lionel_speed_in_s2 == lionel_speed_in_s1:
    print(""Entailment"")
elif lionel_speed_in_s2 != lionel_speed_in_s1 or walt_speed_in_s2 != walt_speed_in_s1:
    print(""contradiction"")"
Caleb spends $70.50 on 50 hamburgers for the marching band.,Caleb spends $70.50 on more than 50 hamburgers for the marching band.,contradiction,"
spend_price_in_s1 = 70.50
spend_price_in_s2 = 70.50
burger_in_s1 = 50
burger_in_s2 = 0
burger_in_s2 > 50
burger_in_s2 = 51

if spend_price_in_s1 is None or spend_price_in_s2 is None or burger_in_s1 is None or burger_in_s2 is None:
    print(""neutral"")
elif spend_price_in_s1 == spend_price_in_s2 and burger_in_s1 == burger_in_s2:
    print(""Entailment"")
elif burger_in_s1 != burger_in_s2 or spend_price_in_s1 != spend_price_in_s2:
    print(""contradiction"")"
Goldman Limited has less than 6 Senior Managing Directors and 6 Managing Directors.,Goldman Limited has 5 Senior Managing Directors and 6 Managing Directors.,neutral,"senior_mds_in_s1 = 0
senior_mds_in_s1 < 6
senior_mds_in_s2 = 5

if senior_mds_in_s1 is None or senior_mds_in_s2 is None or senior_mds_in_s2 < 6:
    print(""neutral"")
elif senior_mds_in_s1 == senior_mds_in_s2:
    print(""Entailment"")
elif senior_mds_in_s1 != senior_mds_in_s2:
    print(""contradiction"")"
"On Friday, 1250.0 people visited the zoo and 3.0 times as many people visited on Saturday than on Friday.",3748.0 people visited the zoo on Saturday.,contradiction,"people_visit_in_saturday_in_s1 = 1250*3
people_visit_in_saturday_in_s2 = 3748



if people_visit_in_saturday_in_s1 is None or people_visit_in_saturday_in_s2 is None:
    print(""neutral"")
elif people_visit_in_saturday_in_s1 == people_visit_in_saturday_in_s2:
    print(""Entailment"")
elif people_visit_in_saturday_in_s1 != people_visit_in_saturday_in_s2:
    print(""contradiction"")"
"With a diameter of 1,430 miles, Pluto is less than half the size of any other planet and only two-thirds as big as Earth's moon.","The terrestrial moon has a diameter of 3,746 kilometers.",neutral,"dia_of_terrestial_in_s1 = None
dia_of_terrestial_in_s2 = 3746

if dia_of_terrestial_in_s1 is None or dia_of_terrestial_in_s2 is None:
    print(""neutral"")
elif dia_of_terrestial_in_s1 == dia_of_terrestial_in_s2:
    print(""Entailment"")
elif dia_of_terrestial_in_s1 != dia_of_terrestial_in_s2:
    print(""contradiction"")"
"Jose joined him less than 5 months later, investing Rs.","Jose joined him 2 months later, investing Rs.",neutral,"joining_months_in_s1 = 0
joining_months_in_s1 < 5
joining_months_in_s2 = 2

if joining_months_in_s1 is None or joining_months_in_s2 is None or joining_months_in_s2 < 5:
    print(""neutral"")
elif joining_months_in_s1 == joining_months_in_s2:
    print(""Entailment"")
elif joining_months_in_s1 != joining_months_in_s2:
    print(""contradiction"")"
"Mrs. Bush's approval ratings have remained very high, above 80 %, even as her husband's have recently dropped below 50%.",80% approve of Mr. Bush.,neutral,"bush_approve_rating_in_s1 = 0
bush_approve_rating_in_s1 > 80
bush_approve_rating_in_s2 = 80
bush_husband_rating_in_s1 = 50
bush_husband_rating_in_s2 = None

if bush_approve_rating_in_s1 is None or bush_approve_rating_in_s2 is None or bush_approve_rating_in_s2 > 80 or bush_husband_rating_in_s1 is None or bush_husband_rating_in_s2 is None:
    print(""neutral"")
elif bush_approve_rating_in_s1 == bush_approve_rating_in_s2 and bush_husband_rating_in_s1 == bush_husband_rating_in_s2:
    print(""Entailment"")
elif bush_approve_rating_in_s1 != bush_approve_rating_in_s2 or bush_husband_rating_in_s1 != bush_husband_rating_in_s2:
    print(""contradiction"")"
